voltage,current,power,heat,ambient,cycle,soh,risk
3.5618101782710436,4.7782143788446225,17.019092608529828,0.3424699897529625,36.95981825434215,701,0.5155431671790185,0
3.8952752369197308,2.50624738784116,9.76252338745243,0.09421913953590957,17.999247474540088,459,0.6892890430232045,0
4.299264218662403,3.20501755284444,13.779217285129036,0.15408206271061442,36.242177333881365,662,0.5509625635311359,0
3.08461736854065,3.7489944752007114,11.564213472767054,0.21082439362628183,43.1565812704725,386,0.7321254469853525,1
3.272737450810651,1.325320294340452,4.337425361607393,0.026347108238859936,24.127267288786133,22,0.9840159779213903,0
3.010599457829576,0.6037809126863709,1.8177424883814348,0.005468270857865806,30.743239807751674,511,0.65905991979044,0
3.209240790978063,1.8146509184084816,5.823651748742304,0.04939436933521118,25.99085529881075,190,0.8708636148665727,0
3.1359096517992313,3.282737041998893,10.294366774323187,0.16164543730367462,26.47385973801488,244,0.8292510614681496,0
3.8886218532930634,0.7090268572399898,2.7571373316351253,0.0075407862643142535,33.226345557043146,21,0.9856229606867842,0
3.6757488779543146,0.5596923252193994,2.0572884364248485,0.004698832483642469,43.266052670545584,14,0.9904317250424846,1
4.212596022174692,1.870761961280168,7.880764396524561,0.052496254736592314,17.930163420191516,340,0.7707085205965037,0
3.3615381990390176,3.574685834714562,12.016442982956676,0.19167568225363418,33.299899733478625,776,0.5,0
3.0515827816728276,4.59194180935452,14.012690559869823,0.3162889437074709,22.763399448000506,872,0.5,0
4.133042115476479,2.4132014352106013,9.973863164853698,0.08735311750353758,21.238249886045665,772,0.5,0
3.2772816832882907,4.863130824940513,15.93784957601222,0.3547506213072989,38.253984700833435,162,0.8742624689346351,0
3.5927253540027215,4.669964896072074,16.777901284420825,0.3271285819581818,36.81815987569263,271,0.8029769042354242,0
3.1327387530778794,1.3819228808861534,4.329203362717079,0.028645662730750285,16.35681866731614,296,0.8012343835301291,0
4.266800773017227,3.862940495618214,16.482397492823345,0.22383463909030638,31.190763971672393,792,0.5,0
3.535129990040384,1.7642052935932133,6.2366950419693685,0.04668630476913474,31.280882494747456,41,0.97033235142821,0
3.4444102585561236,1.2437012257835112,4.2838172606675515,0.023201891085231123,15.469092202235817,521,0.6515065721124051,0
4.158367153944987,1.3942205669037757,5.79768101076722,0.029157764837662286,15.165663513708072,139,0.9058754450914502,0
3.2982636061332076,3.7010387873689248,12.207001537266304,0.2054653215841386,38.70526621593617,379,0.7370600672541264,0
3.1110669776011357,2.113095778449227,6.573982496841755,0.06697760653349916,18.47607178575389,135,0.9066511196733251,0
4.2750578666846994,2.5225280336219154,10.783953314068055,0.0954472152061267,17.86230349471234,503,0.6598943059063604,0
3.4664734825734933,1.9633249491203617,6.805813873800687,0.05781967283757706,36.888185350141924,872,0.5,0
3.4120826894850964,3.0255954163146552,10.323581745392689,0.13731341434836378,26.487806242613694,943,0.5,0
4.069867180834493,3.9235327187760385,15.968257045076928,0.23091163492959138,31.83831592708489,767,0.5,0
3.384102484141986,0.6819511529229411,2.307792590670016,0.006975860624593928,36.319886690573625,858,0.5,0
3.038128690116143,0.98551142146987,2.9941105240047543,0.014568491427713456,15.942875570602027,743,0.5039382420952809,0
3.7130553347731676,3.0347400738937265,11.268157821021019,0.1381447097414475,35.86548259278382,485,0.6697594311795944,0
3.3739383437233124,2.3467231536603337,7.917699230237894,0.08260664339888253,37.66653415629146,36,0.9718696678300559,0
4.414280355836972,3.194894599198412,14.103160468211186,0.15311027249980771,35.84354799119114,796,0.5,0
4.39454647851386,4.136541708039877,18.178224796292348,0.25666465953530193,34.002112695312704,646,0.5565001003565683,0
3.6848018557243654,1.4829819674757512,5.464494705760418,0.03298853273787374,27.495298436110986,958,0.5,0
3.8090133628734764,4.133480698238282,15.744483214769204,0.25628494024062654,41.8827389977048,231,0.8331857529879686,1
4.3602426623186314,1.7245951222308589,7.5196532271776055,0.044613425034337066,34.43070361624087,633,0.5757693287482832,0
4.22702214888374,4.373287624653545,18.485983652849693,0.2868846697192177,15.208563915935722,456,0.681655766514039,0
3.801134129063163,2.6817348711154243,10.193633943695643,0.10787552878434692,35.77308098670811,234,0.8386062235607826,0
3.506422757105442,4.743093667606336,16.631291575177574,0.3374540630953099,24.696087960622656,608,0.5777939635119012,0
3.8371530030260117,2.3172627697611836,8.8916917957895,0.08054560116181908,16.94676741326945,442,0.7013060532752424,0
4.443670942413167,1.6330203312141387,7.256604994186194,0.04000133103238103,29.91745517677156,113,0.9226666001150475,0
3.2221303949300997,4.989832182720239,16.077889941543283,0.3734763781756593,23.00343042825855,2,0.9799928477578838,0
3.754018534843292,0.731654380624952,2.746644105965359,0.008029771990315232,23.359393927098346,225,0.8495985114004843,0
3.9515270170520456,3.5631745319964505,14.079980429655752,0.19044319118202185,30.92803749951409,730,0.5038111737742322,0
4.478475681165901,1.589248721801752,7.117411751913139,0.03788567249622753,35.16406642217636,203,0.8627723830418553,0
3.5544816840921065,1.5897197222484165,5.650629635571987,0.03790813192958374,39.09419269139688,837,0.5,0
3.9484587458903695,3.3508836984240262,13.230826045503814,0.1684263234054582,31.073240522242756,752,0.5,0
4.197517687476827,1.1782289478444326,4.9456368484742175,0.02082335180307898,30.24596330222156,464,0.6896254990765127,0
3.0611627123321457,3.159018244347088,9.670268857172264,0.1496909440217664,35.32693085526847,403,0.7238487861322451,0
4.066724298657027,4.142754707628719,16.8474412328895,0.25743624851369873,25.45997961875188,711,0.5131281875743151,0
3.2615496435074873,3.609219821461097,11.771649622026597,0.19539701579441507,26.602060389016124,338,0.7648968158769459,0
4.256565158860992,3.5406055266767633,15.070818126122983,0.1880383124330106,37.05648357722316,946,0.5,0
4.387040427417844,4.448027090214414,19.513674667020393,0.29677417492921965,22.73824883145467,764,0.5,0
3.2624323906439043,4.91975754498246,16.05037636886551,0.36306021452117754,30.499076738130427,881,0.5,0
3.3627784363506774,0.9189624551265465,3.0902671279154275,0.012667379908983149,41.91647273859981,37,0.9746999643378842,1
